pair_id,persona_id,comparison_id,normal_judgment,swapped_judgment,is_consistent,consistency_type
203_18,203,18,similar,similar,True,both_similar
203_19,203,19,similar,x_higher_than_y,False,inconsistent
203_2,203,2,y_higher_than_x,x_higher_than_y,True,properly_flipped
203_20,203,20,similar,similar,True,both_similar
203_21,203,21,x_higher_than_y,y_higher_than_x,True,properly_flipped
203_22,203,22,similar,similar,True,both_similar
203_23,203,23,x_higher_than_y,y_higher_than_x,True,properly_flipped
203_24,203,24,x_higher_than_y,y_higher_than_x,True,properly_flipped
203_25,203,25,y_higher_than_x,similar,False,inconsistent
203_26,203,26,similar,similar,True,both_similar
203_27,203,27,x_higher_than_y,x_higher_than_y,False,inconsistent
203_28,203,28,similar,similar,True,both_similar
203_29,203,29,x_higher_than_y,y_higher_than_x,True,properly_flipped
203_3,203,3,similar,y_higher_than_x,False,inconsistent
203_30,203,30,x_higher_than_y,similar,False,inconsistent
203_31,203,31,similar,x_higher_than_y,False,inconsistent
203_32,203,32,y_higher_than_x,x_higher_than_y,True,properly_flipped
203_33,203,33,y_higher_than_x,x_higher_than_y,True,properly_flipped
203_34,203,34,similar,x_higher_than_y,False,inconsistent
203_35,203,35,similar,x_higher_than_y,False,inconsistent
203_36,203,36,similar,similar,True,both_similar
203_37,203,37,similar,similar,True,both_similar
203_38,203,38,y_higher_than_x,x_higher_than_y,True,properly_flipped
203_39,203,39,y_higher_than_x,x_higher_than_y,True,properly_flipped
203_4,203,4,y_higher_than_x,x_higher_than_y,True,properly_flipped
203_40,203,40,x_higher_than_y,similar,False,inconsistent
203_41,203,41,similar,x_higher_than_y,False,inconsistent
203_42,203,42,y_higher_than_x,x_higher_than_y,True,properly_flipped
203_43,203,43,similar,x_higher_than_y,False,inconsistent
203_44,203,44,similar,x_higher_than_y,False,inconsistent
203_45,203,45,y_higher_than_x,similar,False,inconsistent
203_46,203,46,similar,similar,True,both_similar
203_47,203,47,x_higher_than_y,similar,False,inconsistent
203_48,203,48,x_higher_than_y,similar,False,inconsistent
203_49,203,49,similar,similar,True,both_similar
203_5,203,5,y_higher_than_x,y_higher_than_x,False,inconsistent
203_6,203,6,similar,x_higher_than_y,False,inconsistent
203_7,203,7,similar,similar,True,both_similar
203_8,203,8,y_higher_than_x,similar,False,inconsistent
203_9,203,9,y_higher_than_x,y_higher_than_x,False,inconsistent
204_0,204,0,similar,x_higher_than_y,False,inconsistent
204_1,204,1,x_higher_than_y,y_higher_than_x,True,properly_flipped
204_10,204,10,similar,x_higher_than_y,False,inconsistent
204_11,204,11,similar,x_higher_than_y,False,inconsistent
204_12,204,12,x_higher_than_y,similar,False,inconsistent
204_13,204,13,similar,similar,True,both_similar
204_14,204,14,similar,similar,True,both_similar
204_15,204,15,x_higher_than_y,similar,False,inconsistent
204_16,204,16,x_higher_than_y,y_higher_than_x,True,properly_flipped
204_17,204,17,x_higher_than_y,y_higher_than_x,True,properly_flipped
204_18,204,18,y_higher_than_x,similar,False,inconsistent
204_19,204,19,x_higher_than_y,similar,False,inconsistent
204_2,204,2,y_higher_than_x,y_higher_than_x,False,inconsistent
204_20,204,20,y_higher_than_x,x_higher_than_y,True,properly_flipped
204_21,204,21,x_higher_than_y,y_higher_than_x,True,properly_flipped
204_22,204,22,x_higher_than_y,similar,False,inconsistent
204_23,204,23,similar,x_higher_than_y,False,inconsistent
204_24,204,24,y_higher_than_x,x_higher_than_y,True,properly_flipped
204_25,204,25,similar,x_higher_than_y,False,inconsistent
204_26,204,26,x_higher_than_y,x_higher_than_y,False,inconsistent
204_27,204,27,y_higher_than_x,x_higher_than_y,True,properly_flipped
204_28,204,28,x_higher_than_y,similar,False,inconsistent
204_29,204,29,similar,x_higher_than_y,False,inconsistent
204_3,204,3,x_higher_than_y,y_higher_than_x,True,properly_flipped
204_30,204,30,x_higher_than_y,similar,False,inconsistent
204_31,204,31,x_higher_than_y,x_higher_than_y,False,inconsistent
204_32,204,32,x_higher_than_y,similar,False,inconsistent
204_33,204,33,x_higher_than_y,y_higher_than_x,True,properly_flipped
204_34,204,34,y_higher_than_x,x_higher_than_y,True,properly_flipped
204_35,204,35,x_higher_than_y,x_higher_than_y,False,inconsistent
204_36,204,36,y_higher_than_x,x_higher_than_y,True,properly_flipped
204_37,204,37,x_higher_than_y,similar,False,inconsistent
204_38,204,38,x_higher_than_y,similar,False,inconsistent
204_39,204,39,y_higher_than_x,x_higher_than_y,True,properly_flipped
204_4,204,4,similar,similar,True,both_similar
204_40,204,40,similar,x_higher_than_y,False,inconsistent
204_41,204,41,y_higher_than_x,similar,False,inconsistent
204_42,204,42,x_higher_than_y,x_higher_than_y,False,inconsistent
204_43,204,43,similar,x_higher_than_y,False,inconsistent
204_44,204,44,x_higher_than_y,y_higher_than_x,True,properly_flipped
204_45,204,45,y_higher_than_x,y_higher_than_x,False,inconsistent
204_46,204,46,y_higher_than_x,y_higher_than_x,False,inconsistent
204_47,204,47,similar,x_higher_than_y,False,inconsistent
204_48,204,48,x_higher_than_y,similar,False,inconsistent
204_49,204,49,y_higher_than_x,similar,False,inconsistent
204_5,204,5,x_higher_than_y,x_higher_than_y,False,inconsistent
204_6,204,6,y_higher_than_x,x_higher_than_y,True,properly_flipped
204_7,204,7,y_higher_than_x,x_higher_than_y,True,properly_flipped
204_8,204,8,similar,y_higher_than_x,False,inconsistent
204_9,204,9,y_higher_than_x,similar,False,inconsistent
205_0,205,0,similar,similar,True,both_similar
205_1,205,1,x_higher_than_y,similar,False,inconsistent
205_10,205,10,similar,x_higher_than_y,False,inconsistent
205_11,205,11,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_12,205,12,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_13,205,13,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_14,205,14,y_higher_than_x,similar,False,inconsistent
205_15,205,15,similar,y_higher_than_x,False,inconsistent
205_16,205,16,y_higher_than_x,similar,False,inconsistent
205_17,205,17,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_18,205,18,similar,similar,True,both_similar
205_19,205,19,similar,similar,True,both_similar
205_2,205,2,similar,x_higher_than_y,False,inconsistent
205_20,205,20,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_21,205,21,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_22,205,22,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_23,205,23,x_higher_than_y,similar,False,inconsistent
205_24,205,24,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_25,205,25,x_higher_than_y,similar,False,inconsistent
205_26,205,26,x_higher_than_y,similar,False,inconsistent
205_27,205,27,y_higher_than_x,similar,False,inconsistent
205_28,205,28,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_29,205,29,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_3,205,3,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_30,205,30,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_31,205,31,similar,x_higher_than_y,False,inconsistent
205_32,205,32,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_33,205,33,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_34,205,34,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_35,205,35,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_36,205,36,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_37,205,37,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_38,205,38,similar,x_higher_than_y,False,inconsistent
205_39,205,39,y_higher_than_x,similar,False,inconsistent
205_4,205,4,x_higher_than_y,x_higher_than_y,False,inconsistent
205_40,205,40,x_higher_than_y,similar,False,inconsistent
205_41,205,41,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_42,205,42,similar,similar,True,both_similar
205_43,205,43,similar,x_higher_than_y,False,inconsistent
205_44,205,44,y_higher_than_x,similar,False,inconsistent
205_45,205,45,similar,x_higher_than_y,False,inconsistent
205_46,205,46,similar,x_higher_than_y,False,inconsistent
205_47,205,47,similar,x_higher_than_y,False,inconsistent
205_48,205,48,similar,y_higher_than_x,False,inconsistent
205_49,205,49,x_higher_than_y,y_higher_than_x,True,properly_flipped
205_5,205,5,x_higher_than_y,similar,False,inconsistent
205_6,205,6,similar,x_higher_than_y,False,inconsistent
205_7,205,7,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_8,205,8,y_higher_than_x,x_higher_than_y,True,properly_flipped
205_9,205,9,similar,similar,True,both_similar
206_0,206,0,similar,similar,True,both_similar
206_1,206,1,y_higher_than_x,x_higher_than_y,True,properly_flipped
206_10,206,10,similar,y_higher_than_x,False,inconsistent
206_11,206,11,similar,similar,True,both_similar
206_12,206,12,x_higher_than_y,similar,False,inconsistent
206_13,206,13,y_higher_than_x,similar,False,inconsistent
206_14,206,14,y_higher_than_x,similar,False,inconsistent
206_15,206,15,y_higher_than_x,similar,False,inconsistent
206_16,206,16,similar,y_higher_than_x,False,inconsistent
206_17,206,17,x_higher_than_y,y_higher_than_x,True,properly_flipped
206_18,206,18,similar,similar,True,both_similar
206_19,206,19,x_higher_than_y,similar,False,inconsistent
206_2,206,2,x_higher_than_y,y_higher_than_x,True,properly_flipped
206_20,206,20,similar,x_higher_than_y,False,inconsistent
206_21,206,21,x_higher_than_y,similar,False,inconsistent
206_22,206,22,similar,x_higher_than_y,False,inconsistent
206_23,206,23,x_higher_than_y,similar,False,inconsistent
206_24,206,24,y_higher_than_x,x_higher_than_y,True,properly_flipped
206_25,206,25,similar,similar,True,both_similar
206_26,206,26,y_higher_than_x,similar,False,inconsistent
206_27,206,27,y_higher_than_x,similar,False,inconsistent
206_28,206,28,x_higher_than_y,y_higher_than_x,True,properly_flipped
206_29,206,29,y_higher_than_x,x_higher_than_y,True,properly_flipped
206_3,206,3,x_higher_than_y,x_higher_than_y,False,inconsistent
206_30,206,30,similar,similar,True,both_similar
206_31,206,31,y_higher_than_x,x_higher_than_y,True,properly_flipped
206_32,206,32,similar,similar,True,both_similar
206_33,206,33,similar,x_higher_than_y,False,inconsistent
206_34,206,34,similar,similar,True,both_similar
206_35,206,35,similar,similar,True,both_similar
206_36,206,36,x_higher_than_y,similar,False,inconsistent
206_37,206,37,similar,x_higher_than_y,False,inconsistent
206_38,206,38,similar,x_higher_than_y,False,inconsistent
206_39,206,39,y_higher_than_x,similar,False,inconsistent
206_4,206,4,x_higher_than_y,similar,False,inconsistent
206_40,206,40,y_higher_than_x,similar,False,inconsistent
206_41,206,41,x_higher_than_y,similar,False,inconsistent
206_42,206,42,similar,similar,True,both_similar
206_43,206,43,x_higher_than_y,similar,False,inconsistent
206_44,206,44,y_higher_than_x,x_higher_than_y,True,properly_flipped
206_45,206,45,similar,x_higher_than_y,False,inconsistent
206_46,206,46,similar,similar,True,both_similar
206_47,206,47,x_higher_than_y,x_higher_than_y,False,inconsistent
206_48,206,48,x_higher_than_y,x_higher_than_y,False,inconsistent
206_49,206,49,similar,x_higher_than_y,False,inconsistent
206_5,206,5,x_higher_than_y,y_higher_than_x,True,properly_flipped
206_6,206,6,x_higher_than_y,similar,False,inconsistent
206_7,206,7,x_higher_than_y,similar,False,inconsistent
206_8,206,8,similar,similar,True,both_similar
206_9,206,9,similar,similar,True,both_similar
207_0,207,0,x_higher_than_y,x_higher_than_y,False,inconsistent
207_1,207,1,x_higher_than_y,similar,False,inconsistent
207_10,207,10,similar,similar,True,both_similar
207_11,207,11,x_higher_than_y,y_higher_than_x,True,properly_flipped
207_12,207,12,similar,similar,True,both_similar
207_13,207,13,similar,y_higher_than_x,False,inconsistent
207_14,207,14,y_higher_than_x,similar,False,inconsistent
207_15,207,15,similar,x_higher_than_y,False,inconsistent
207_16,207,16,similar,x_higher_than_y,False,inconsistent
207_17,207,17,similar,x_higher_than_y,False,inconsistent
207_18,207,18,y_higher_than_x,similar,False,inconsistent
207_19,207,19,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_2,207,2,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_20,207,20,similar,x_higher_than_y,False,inconsistent
207_21,207,21,similar,x_higher_than_y,False,inconsistent
207_22,207,22,similar,y_higher_than_x,False,inconsistent
207_23,207,23,x_higher_than_y,y_higher_than_x,True,properly_flipped
207_24,207,24,similar,y_higher_than_x,False,inconsistent
207_25,207,25,x_higher_than_y,similar,False,inconsistent
207_26,207,26,similar,x_higher_than_y,False,inconsistent
207_27,207,27,similar,similar,True,both_similar
207_28,207,28,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_29,207,29,similar,x_higher_than_y,False,inconsistent
207_3,207,3,y_higher_than_x,similar,False,inconsistent
207_30,207,30,x_higher_than_y,x_higher_than_y,False,inconsistent
207_31,207,31,similar,x_higher_than_y,False,inconsistent
207_32,207,32,similar,similar,True,both_similar
207_33,207,33,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_34,207,34,similar,similar,True,both_similar
207_35,207,35,x_higher_than_y,x_higher_than_y,False,inconsistent
207_36,207,36,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_37,207,37,similar,similar,True,both_similar
207_38,207,38,x_higher_than_y,similar,False,inconsistent
207_39,207,39,y_higher_than_x,similar,False,inconsistent
207_4,207,4,y_higher_than_x,y_higher_than_x,False,inconsistent
207_40,207,40,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_41,207,41,x_higher_than_y,similar,False,inconsistent
207_42,207,42,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_43,207,43,similar,y_higher_than_x,False,inconsistent
207_44,207,44,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_45,207,45,similar,x_higher_than_y,False,inconsistent
207_46,207,46,x_higher_than_y,y_higher_than_x,True,properly_flipped
207_47,207,47,similar,x_higher_than_y,False,inconsistent
207_48,207,48,y_higher_than_x,similar,False,inconsistent
207_49,207,49,x_higher_than_y,y_higher_than_x,True,properly_flipped
207_5,207,5,x_higher_than_y,similar,False,inconsistent
207_6,207,6,y_higher_than_x,x_higher_than_y,True,properly_flipped
207_7,207,7,similar,similar,True,both_similar
207_8,207,8,x_higher_than_y,y_higher_than_x,True,properly_flipped
207_9,207,9,y_higher_than_x,y_higher_than_x,False,inconsistent
208_0,208,0,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_1,208,1,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_10,208,10,x_higher_than_y,similar,False,inconsistent
208_11,208,11,similar,similar,True,both_similar
208_12,208,12,similar,similar,True,both_similar
208_13,208,13,similar,x_higher_than_y,False,inconsistent
208_14,208,14,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_15,208,15,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_16,208,16,similar,x_higher_than_y,False,inconsistent
208_17,208,17,y_higher_than_x,similar,False,inconsistent
208_18,208,18,similar,y_higher_than_x,False,inconsistent
208_19,208,19,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_2,208,2,y_higher_than_x,similar,False,inconsistent
208_20,208,20,x_higher_than_y,x_higher_than_y,False,inconsistent
208_21,208,21,similar,x_higher_than_y,False,inconsistent
208_22,208,22,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_23,208,23,similar,similar,True,both_similar
208_24,208,24,x_higher_than_y,similar,False,inconsistent
208_25,208,25,x_higher_than_y,x_higher_than_y,False,inconsistent
208_26,208,26,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_27,208,27,similar,x_higher_than_y,False,inconsistent
208_28,208,28,similar,similar,True,both_similar
208_29,208,29,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_3,208,3,x_higher_than_y,similar,False,inconsistent
208_30,208,30,similar,x_higher_than_y,False,inconsistent
208_31,208,31,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_32,208,32,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_33,208,33,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_34,208,34,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_35,208,35,similar,y_higher_than_x,False,inconsistent
208_36,208,36,similar,similar,True,both_similar
208_37,208,37,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_38,208,38,similar,similar,True,both_similar
208_39,208,39,y_higher_than_x,similar,False,inconsistent
208_4,208,4,x_higher_than_y,similar,False,inconsistent
208_40,208,40,y_higher_than_x,similar,False,inconsistent
208_41,208,41,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_42,208,42,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_43,208,43,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_44,208,44,similar,x_higher_than_y,False,inconsistent
208_45,208,45,similar,x_higher_than_y,False,inconsistent
208_46,208,46,y_higher_than_x,x_higher_than_y,True,properly_flipped
208_47,208,47,x_higher_than_y,x_higher_than_y,False,inconsistent
208_48,208,48,x_higher_than_y,x_higher_than_y,False,inconsistent
208_49,208,49,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_5,208,5,x_higher_than_y,x_higher_than_y,False,inconsistent
208_6,208,6,x_higher_than_y,y_higher_than_x,True,properly_flipped
208_7,208,7,similar,similar,True,both_similar
208_8,208,8,y_higher_than_x,similar,False,inconsistent
208_9,208,9,y_higher_than_x,x_higher_than_y,True,properly_flipped
209_0,209,0,similar,similar,True,both_similar
209_1,209,1,x_higher_than_y,similar,False,inconsistent
209_10,209,10,similar,x_higher_than_y,False,inconsistent
209_11,209,11,x_higher_than_y,y_higher_than_x,True,properly_flipped
209_12,209,12,similar,x_higher_than_y,False,inconsistent
209_13,209,13,y_higher_than_x,x_higher_than_y,True,properly_flipped
209_14,209,14,y_higher_than_x,y_higher_than_x,False,inconsistent
209_15,209,15,similar,similar,True,both_similar
209_16,209,16,x_higher_than_y,x_higher_than_y,False,inconsistent
209_17,209,17,x_higher_than_y,x_higher_than_y,False,inconsistent
209_18,209,18,x_higher_than_y,x_higher_than_y,False,inconsistent
209_19,209,19,y_higher_than_x,x_higher_than_y,True,properly_flipped
209_2,209,2,y_higher_than_x,x_higher_than_y,True,properly_flipped
209_20,209,20,x_higher_than_y,similar,False,inconsistent
209_21,209,21,y_higher_than_x,x_higher_than_y,True,properly_flipped
209_22,209,22,similar,x_higher_than_y,False,inconsistent
209_23,209,23,x_higher_than_y,x_higher_than_y,False,inconsistent
209_24,209,24,x_higher_than_y,similar,False,inconsistent
209_25,209,25,x_higher_than_y,similar,False,inconsistent
209_26,209,26,similar,x_higher_than_y,False,inconsistent
209_27,209,27,x_higher_than_y,y_higher_than_x,True,properly_flipped
209_28,209,28,similar,x_higher_than_y,False,inconsistent
209_29,209,29,y_higher_than_x,y_higher_than_x,False,inconsistent
209_3,209,3,x_higher_than_y,similar,False,inconsistent
209_30,209,30,x_higher_than_y,x_higher_than_y,False,inconsistent
209_31,209,31,similar,x_higher_than_y,False,inconsistent
209_32,209,32,x_higher_than_y,y_higher_than_x,True,properly_flipped
209_33,209,33,y_higher_than_x,x_higher_than_y,True,properly_flipped
209_34,209,34,x_higher_than_y,y_higher_than_x,True,properly_flipped
209_35,209,35,similar,y_higher_than_x,False,inconsistent
209_36,209,36,similar,x_higher_than_y,False,inconsistent
209_37,209,37,x_higher_than_y,x_higher_than_y,False,inconsistent
209_38,209,38,similar,x_higher_than_y,False,inconsistent
209_39,209,39,similar,similar,True,both_similar
209_4,209,4,y_higher_than_x,similar,False,inconsistent
209_40,209,40,y_higher_than_x,x_higher_than_y,True,properly_flipped
209_41,209,41,similar,similar,True,both_similar
209_42,209,42,similar,y_higher_than_x,False,inconsistent
209_43,209,43,y_higher_than_x,x_higher_than_y,True,properly_flipped
209_44,209,44,similar,similar,True,both_similar
209_45,209,45,similar,similar,True,both_similar
209_46,209,46,similar,similar,True,both_similar
209_47,209,47,similar,x_higher_than_y,False,inconsistent
209_48,209,48,x_higher_than_y,x_higher_than_y,False,inconsistent
209_49,209,49,x_higher_than_y,similar,False,inconsistent
209_5,209,5,x_higher_than_y,similar,False,inconsistent
209_6,209,6,similar,x_higher_than_y,False,inconsistent
209_7,209,7,y_higher_than_x,similar,False,inconsistent
209_8,209,8,x_higher_than_y,similar,False,inconsistent
209_9,209,9,y_higher_than_x,x_higher_than_y,True,properly_flipped
20_0,20,0,similar,x_higher_than_y,False,inconsistent
20_1,20,1,similar,y_higher_than_x,False,inconsistent
20_10,20,10,y_higher_than_x,x_higher_than_y,True,properly_flipped
20_11,20,11,x_higher_than_y,y_higher_than_x,True,properly_flipped
20_12,20,12,y_higher_than_x,x_higher_than_y,True,properly_flipped
20_13,20,13,x_higher_than_y,similar,False,inconsistent
20_14,20,14,similar,similar,True,both_similar
20_15,20,15,x_higher_than_y,similar,False,inconsistent
20_16,20,16,similar,similar,True,both_similar
20_17,20,17,similar,x_higher_than_y,False,inconsistent
20_18,20,18,y_higher_than_x,x_higher_than_y,True,properly_flipped
20_19,20,19,similar,x_higher_than_y,False,inconsistent
20_2,20,2,y_higher_than_x,similar,False,inconsistent
20_20,20,20,x_higher_than_y,similar,False,inconsistent
20_21,20,21,x_higher_than_y,y_higher_than_x,True,properly_flipped
20_22,20,22,similar,similar,True,both_similar
20_23,20,23,similar,similar,True,both_similar
20_24,20,24,x_higher_than_y,similar,False,inconsistent
20_25,20,25,similar,x_higher_than_y,False,inconsistent
20_26,20,26,x_higher_than_y,y_higher_than_x,True,properly_flipped
20_27,20,27,x_higher_than_y,y_higher_than_x,True,properly_flipped
20_28,20,28,similar,x_higher_than_y,False,inconsistent
20_29,20,29,similar,similar,True,both_similar
20_3,20,3,similar,x_higher_than_y,False,inconsistent
20_30,20,30,similar,x_higher_than_y,False,inconsistent
20_31,20,31,similar,similar,True,both_similar
20_32,20,32,similar,x_higher_than_y,False,inconsistent
20_33,20,33,y_higher_than_x,x_higher_than_y,True,properly_flipped
20_34,20,34,similar,similar,True,both_similar
20_35,20,35,x_higher_than_y,similar,False,inconsistent
20_36,20,36,x_higher_than_y,y_higher_than_x,True,properly_flipped
20_37,20,37,y_higher_than_x,x_higher_than_y,True,properly_flipped
20_38,20,38,x_higher_than_y,x_higher_than_y,False,inconsistent
20_39,20,39,x_higher_than_y,similar,False,inconsistent
20_4,20,4,x_higher_than_y,y_higher_than_x,True,properly_flipped
20_40,20,40,x_higher_than_y,x_higher_than_y,False,inconsistent
20_41,20,41,y_higher_than_x,y_higher_than_x,False,inconsistent
20_42,20,42,similar,y_higher_than_x,False,inconsistent
20_43,20,43,similar,y_higher_than_x,False,inconsistent
20_44,20,44,x_higher_than_y,similar,False,inconsistent
20_45,20,45,x_higher_than_y,similar,False,inconsistent
20_46,20,46,y_higher_than_x,y_higher_than_x,False,inconsistent
20_47,20,47,similar,similar,True,both_similar
20_48,20,48,y_higher_than_x,similar,False,inconsistent
20_49,20,49,similar,similar,True,both_similar
20_5,20,5,similar,x_higher_than_y,False,inconsistent
20_6,20,6,y_higher_than_x,y_higher_than_x,False,inconsistent
20_7,20,7,x_higher_than_y,similar,False,inconsistent
20_8,20,8,similar,y_higher_than_x,False,inconsistent
20_9,20,9,similar,similar,True,both_similar
210_0,210,0,similar,similar,True,both_similar
210_1,210,1,similar,x_higher_than_y,False,inconsistent
210_10,210,10,y_higher_than_x,x_higher_than_y,True,properly_flipped
210_11,210,11,similar,x_higher_than_y,False,inconsistent
210_12,210,12,x_higher_than_y,x_higher_than_y,False,inconsistent
210_13,210,13,x_higher_than_y,x_higher_than_y,False,inconsistent
210_14,210,14,similar,similar,True,both_similar
210_15,210,15,y_higher_than_x,x_higher_than_y,True,properly_flipped
210_16,210,16,similar,similar,True,both_similar
210_17,210,17,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_18,210,18,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_19,210,19,y_higher_than_x,x_higher_than_y,True,properly_flipped
210_2,210,2,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_20,210,20,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_21,210,21,y_higher_than_x,y_higher_than_x,False,inconsistent
210_22,210,22,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_23,210,23,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_24,210,24,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_25,210,25,similar,x_higher_than_y,False,inconsistent
210_26,210,26,y_higher_than_x,y_higher_than_x,False,inconsistent
210_27,210,27,y_higher_than_x,x_higher_than_y,True,properly_flipped
210_28,210,28,y_higher_than_x,x_higher_than_y,True,properly_flipped
210_29,210,29,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_3,210,3,similar,x_higher_than_y,False,inconsistent
210_30,210,30,y_higher_than_x,x_higher_than_y,True,properly_flipped
210_31,210,31,similar,x_higher_than_y,False,inconsistent
210_32,210,32,x_higher_than_y,y_higher_than_x,True,properly_flipped
210_33,210,33,y_higher_than_x,y_higher_than_x,False,inconsistent
210_34,210,34,similar,similar,True,both_similar
210_35,210,35,similar,similar,True,both_similar
210_36,210,36,y_higher_than_x,x_higher_than_y,True,properly_flipped
210_37,210,37,x_higher_than_y,x_higher_than_y,False,inconsistent
210_38,210,38,similar,similar,True,both_similar
210_39,210,39,similar,similar,True,both_similar
210_4,210,4,x_higher_than_y,similar,False,inconsistent
210_40,210,40,similar,x_higher_than_y,False,inconsistent
210_41,210,41,similar,similar,True,both_similar
210_42,210,42,similar,x_higher_than_y,False,inconsistent
210_43,210,43,x_higher_than_y,x_higher_than_y,False,inconsistent
210_44,210,44,similar,similar,True,both_similar
210_45,210,45,similar,x_higher_than_y,False,inconsistent
210_46,210,46,x_higher_than_y,similar,False,inconsistent
210_47,210,47,similar,x_higher_than_y,False,inconsistent
210_48,210,48,x_higher_than_y,similar,False,inconsistent
210_49,210,49,x_higher_than_y,similar,False,inconsistent
210_5,210,5,similar,similar,True,both_similar
210_6,210,6,y_higher_than_x,x_higher_than_y,True,properly_flipped
210_7,210,7,similar,y_higher_than_x,False,inconsistent
210_8,210,8,similar,similar,True,both_similar
210_9,210,9,x_higher_than_y,x_higher_than_y,False,inconsistent
211_0,211,0,y_higher_than_x,x_higher_than_y,True,properly_flipped
211_1,211,1,similar,similar,True,both_similar
211_10,211,10,similar,x_higher_than_y,False,inconsistent
211_11,211,11,similar,x_higher_than_y,False,inconsistent
211_12,211,12,x_higher_than_y,similar,False,inconsistent
211_13,211,13,x_higher_than_y,x_higher_than_y,False,inconsistent
211_14,211,14,x_higher_than_y,x_higher_than_y,False,inconsistent
211_15,211,15,similar,similar,True,both_similar
211_16,211,16,similar,similar,True,both_similar
211_17,211,17,similar,similar,True,both_similar
211_18,211,18,x_higher_than_y,similar,False,inconsistent
211_19,211,19,y_higher_than_x,x_higher_than_y,True,properly_flipped
211_2,211,2,similar,similar,True,both_similar
211_20,211,20,similar,similar,True,both_similar
211_21,211,21,y_higher_than_x,similar,False,inconsistent
211_22,211,22,similar,x_higher_than_y,False,inconsistent
211_23,211,23,x_higher_than_y,similar,False,inconsistent
211_24,211,24,similar,similar,True,both_similar
211_25,211,25,y_higher_than_x,x_higher_than_y,True,properly_flipped
211_26,211,26,y_higher_than_x,similar,False,inconsistent
211_27,211,27,x_higher_than_y,y_higher_than_x,True,properly_flipped
211_28,211,28,similar,y_higher_than_x,False,inconsistent
211_29,211,29,similar,similar,True,both_similar
211_3,211,3,x_higher_than_y,x_higher_than_y,False,inconsistent
211_30,211,30,x_higher_than_y,similar,False,inconsistent
211_31,211,31,y_higher_than_x,y_higher_than_x,False,inconsistent
211_32,211,32,y_higher_than_x,x_higher_than_y,True,properly_flipped
211_33,211,33,x_higher_than_y,similar,False,inconsistent
211_34,211,34,similar,x_higher_than_y,False,inconsistent
211_35,211,35,x_higher_than_y,similar,False,inconsistent
211_36,211,36,similar,x_higher_than_y,False,inconsistent
211_37,211,37,x_higher_than_y,y_higher_than_x,True,properly_flipped
211_38,211,38,x_higher_than_y,x_higher_than_y,False,inconsistent
